Element,Overall,,,,,,,,RCF,,,,,,,,,,,,,HDO,,,,,EHF,,,,,Cellulosic ethanol,EHF,,OP,,MP,,TEA
Feature,Operating days [days],Poplar feedstock price [USD/DMT],Labor cost [USD/yr],Electricity cost [USD/kWh],RN co-product credit [USD/kg],RD co-product credit [USD/kg],Hydrogen price [USD/kg],Hydrogen storage period [days],Solvolysis reactor pressure [Pa],Solvolysis reaction time [hr],Solvolysis residence time [hr],Solvolysis cleaning time [hr],Methanol cost [USD/kg],RCF solvent losses [-],RCF catalyst price [USD/kg],RCF catalyst lifetime [months],RCF catalyst loading [kg/kg-biomass],Cellulose retention [%],Xylose retention [%],Delignfication [%],Condensation extent [%],HDO reaction time [hr],HDO solvent loading [m3/kg monomer],HDO catalyst loading [kg/kg monomer],HDO catalyst lifetime [months],Dodecane cost [USD/kg],Glucose to ethanol conv. [-],Glucan to glucose conv. [-],Saccharification residence time [hr],Cofermentation residence time [hr],Xylose to ethanol conv. [-],Xylan to xylose conversion [-],Cellulase enzyme loading [wt%],Cellulase price [USD/kg],Et oac solvent to crude ratio [L/kg],Ethyl acetate price [USD/kg],Hexane solvent to pure oil ratio [kg/kg],Hexane price [USD/kg],Minimum jet selling price [USD/gal]
41,323.9678187,84.61601626,9253524.456,0.085282333,0.553989999,0.828809509,8.998119571,2.069310322,8084472.487,1.525974044,0.260349162,1.958153709,0.319747768,0.078715999,47.36840773,15.87014892,0.111660602,0.941388171,0.787851828,0.819768113,0.085133015,4.784652247,0.058889387,0.857718336,1.467548071,0.186150566,0.805835585,0.824379214,57.63899049,41.90586985,0.892052788,0.868393306,0.030490765,0.437503067,9.769655964,0.646394854,3.568117849,0.762296393,27.11773591
42,333.877596,51.8550911,23034222.02,0.091513711,0.598777149,1.049421226,9.595160042,0.28690208,8066083.934,1.158529582,0.405881228,2.236002797,0.349391719,0.089046528,38.04132927,11.52427492,0.100835413,0.919395365,0.666106667,0.899651892,0.074093632,3.274954273,0.02523808,0.67186454,2.811572502,0.260050214,0.88246818,0.815320992,69.01375473,37.19064683,0.886863644,0.861578107,0.048347134,0.24815283,10.44105963,1.011661282,1.144955553,1.433851111,21.3628121
43,361.5531548,64.3824735,11201870.14,0.08977644,0.736644882,1.255424971,7.433300651,2.048289828,7793715.814,3.36848167,0.275952112,1.801929708,0.332450418,0.094010037,37.95824138,22.87485484,0.072578619,0.922781209,0.840146368,0.573382901,0.355577672,7.323854092,0.061885099,0.68592755,4.371691777,0.47476501,0.862570102,0.840606123,64.83131529,32.84854862,0.823940752,0.878160856,0.031684322,0.209658083,7.295198313,0.763218174,1.749347966,0.652820178,30.21218288
44,347.8004616,98.57528116,25058016.45,0.134435842,0.662649296,1.362027429,7.373180585,0.673926241,8123104.527,2.156650123,0.319382564,2.86949562,0.365155009,0.056920715,37.31796555,21.19314371,0.110143477,0.988878421,0.875543912,0.574756151,0.099536872,5.302673344,0.03327011,0.846051786,11.08240302,0.335296485,0.836364521,0.899499067,57.23795334,38.35723101,0.805119503,0.833909046,0.023900929,0.458355744,8.103702674,1.069078129,1.263944758,0.99998745,23.15296867
45,324.9677128,56.26842985,25549514.35,0.122919675,0.578491374,0.652208769,11.44910533,1.916753428,8187250.914,2.260975393,0.285667665,1.211295929,0.337530101,0.094584203,53.41276415,18.70888417,0.081009254,0.809963413,0.412539881,0.636895581,0.514316118,7.638357036,0.055420413,0.502093877,7.760514053,0.321324486,0.920881665,0.840307573,60.29976243,33.53697678,0.853211296,0.866532654,0.018960518,0.418912602,8.244074412,0.552426054,3.12334278,1.617992505,33.37422862
46,336.2173327,81.76218473,9867187.312,0.138818797,0.607734631,0.976498,7.381176578,1.4227361,7206401.292,1.679979527,0.368235428,1.362897415,0.343871965,0.020743107,48.97498215,15.45235313,0.10550682,0.892277327,0.57174172,0.863937184,0.371285579,7.938765142,0.041500651,0.666242733,2.521115067,0.488071153,0.912169069,0.844964978,68.27850195,30.73290872,0.816537023,0.899022571,0.029190044,0.54562775,10.07398034,0.830077177,4.53548962,1.200041449,26.42845039
47,298.3333812,75.11905964,20662397.42,0.155501806,0.533647926,0.812056409,5.751700151,1.948529759,7167618.39,3.314232747,0.273424443,2.668227769,0.371995798,0.090072423,47.0833707,11.78618249,0.075165583,0.866664029,0.213306177,0.809058855,0.078136546,5.630492609,0.043272586,0.630096402,4.308114874,0.365432811,0.841064722,0.801420893,67.78676843,30.45535005,0.814158545,0.826187861,0.024788685,0.26940275,8.352677901,0.716446248,1.207186539,1.623876909,33.40223084
48,316.6699586,83.83143543,9024061.408,0.091282281,0.597512699,1.462621025,3.998132766,2.154291415,7424415.201,2.126011416,0.208059557,3.23298239,0.33491668,0.091624244,33.33760503,13.1620724,0.059360213,0.951272168,0.367407855,0.801462883,0.274378296,5.311136821,0.025833776,0.66407539,5.516689345,0.406759169,0.859047242,0.862710722,59.13644535,33.0679187,0.863743916,0.85897089,0.040820092,0.47277676,9.145922523,0.439022044,3.849820066,1.271873287,32.22011142
49,344.2188541,96.99327149,21795609.56,0.154951726,0.544585094,1.271557506,3.387861814,1.605988874,7519052.912,1.735243847,0.406978607,2.060146692,0.32449728,0.078813014,50.53253973,22.99802864,0.064466266,0.85334244,0.546437959,0.409061479,0.673503159,4.113399714,0.040724634,0.543868968,10.24272529,0.441001195,0.842508428,0.87506335,52.83311598,39.28164379,0.837179391,0.855831608,0.040488646,0.300370044,8.738470244,1.063872549,1.493406742,1.438175245,27.05711976
50,323.7254706,92.54266566,21177622.45,0.147397501,0.681153169,1.358746885,10.71403407,0.27218665,6577841.919,1.257839266,0.226065193,0.710405804,0.366571443,0.029826982,54.50183528,23.57332065,0.107856244,0.831706498,0.681622389,0.540042809,0.292809684,4.347945619,0.063714175,0.707957889,11.15891465,0.31215586,0.863396119,0.803299743,61.15401959,40.27086753,0.870680332,0.824761955,0.010472431,0.222271514,8.374909518,1.097874528,1.668204716,1.556445516,27.35477483
51,308.0210204,67.67160055,15710191.23,0.088226179,0.518876079,0.792553115,5.020879421,1.232056854,7010528.025,3.584130757,0.272093941,2.753020013,0.333833947,0.091018168,41.71794547,6.952465876,0.077722929,0.918738217,0.48997012,0.628256707,0.480673295,2.228105271,0.055251013,1.161798743,1.520514415,0.37629865,0.846657779,0.860670021,66.1585245,42.5321702,0.813005835,0.840249747,0.032215185,0.298838662,10.1325163,1.105057699,3.540420992,0.83473605,36.90018785
52,361.6548759,85.68760151,19514759.31,0.093237708,0.733016927,1.317002452,7.638069822,1.765110528,7114613.086,3.968177585,0.401161026,1.025524489,0.272504183,0.072286644,43.75780078,12.77268499,0.076019666,0.996142809,0.44487744,0.593695279,0.590362088,2.739821504,0.05866207,0.628062395,8.147926434,0.363984241,0.930877532,0.812088957,57.07947057,34.29830251,0.862670186,0.816055372,0.038193838,0.402697927,10.50379679,0.549925862,1.888634366,1.272160152,30.47434905
53,339.4545712,89.98365874,11214400.06,0.099693258,0.565344189,1.308427222,9.22070768,1.894876684,6441138.697,1.534001007,0.320839357,3.431113244,0.326342143,0.026241082,44.30066602,8.719003057,0.085617744,0.95509461,0.940797264,0.435906654,0.486784271,6.036116646,0.031075705,1.081045906,8.272860397,0.133902979,0.906971515,0.871341702,62.02533371,34.68327027,0.866712862,0.853436471,0.040207648,0.466452204,10.13470113,0.62709652,4.653039765,0.654034117,25.16127266
54,353.275686,54.17301099,11062644.05,0.108128036,0.543985337,0.89933758,6.332165637,1.875547547,7125415.375,3.46542987,0.349993316,1.283845524,0.316888056,0.041436723,35.4987162,17.44588662,0.136713396,0.848938418,0.722920951,0.745476221,0.41943076,3.902997239,0.020934711,0.48860821,4.44877299,0.547747125,0.804837584,0.879067741,70.35598092,31.17665367,0.816367729,0.832247062,0.020933448,0.303872581,7.397008759,0.417529942,4.802652346,1.340715724,24.94050725
55,326.7811377,83.44492475,24964807.08,0.105393849,0.762884114,0.879094242,3.82405638,1.664166896,6378196.685,3.25624805,0.260470853,3.702407643,0.340467801,0.08977358,32.23661144,20.25524364,0.051047567,0.904709887,0.808407885,0.417530835,0.338615768,4.721114285,0.051725574,0.929398426,1.184054666,0.523441502,0.897087833,0.867251716,67.98136928,34.05244744,0.88444963,0.88949912,0.026262238,0.430465443,10.0080268,0.816401771,1.127571515,1.414147842,33.70754005
56,322.3662412,64.26718918,17059289.68,0.097308122,0.603144794,1.052141226,10.45669074,2.638744248,6864167.5,3.082564306,0.414555895,3.61256901,0.33595729,0.034246606,36.08105074,21.86121834,0.121517333,0.802444416,0.959862847,0.650091984,0.380917926,5.991347551,0.044732039,0.807756415,5.017335074,0.205779559,0.899702672,0.894492461,49.84574967,37.62544282,0.835319648,0.843925834,0.046077499,0.313398227,9.129169841,0.612607818,3.339713183,0.661850859,27.39774081
57,305.5841552,55.6481912,24336810.71,0.100963336,0.547061799,1.146376268,6.104615637,1.078611007,7555165.591,2.967500761,0.272698297,2.821043202,0.331785196,0.038991981,43.44923587,17.9877693,0.099419186,0.918355623,0.907574331,0.460615607,0.192450378,2.347150661,0.045314889,0.611889532,3.503753608,0.190453067,0.815891973,0.850923512,62.75502998,33.79530588,0.895250194,0.840472895,0.040246303,0.208172938,9.198110634,0.776885028,3.529662311,0.872459587,26.60684363
58,310.9674302,57.32433771,19236783.72,0.092381411,0.576859224,0.858650839,10.7904941,1.98687222,7987586.153,3.121835043,0.415978364,2.81358341,0.275748688,0.049209538,41.76067961,15.9742258,0.067977512,0.986650837,0.495415905,0.63763586,0.680259392,3.418918726,0.067159235,0.556526514,8.233499698,0.300056704,0.806109628,0.817869281,48.33411616,34.76472883,0.833698378,0.865735687,0.043366904,0.438433101,10.47325267,0.923500863,4.263753596,1.166143661,35.24154096
59,299.6601309,73.29520503,26296353.84,0.166901191,0.704575761,1.455262614,5.923721641,0.963371437,6443684.229,3.989512171,0.29032682,3.357786752,0.322423394,0.078483047,25.15130917,10.78641801,0.145375739,0.934505599,0.300837587,0.66292768,0.475929652,5.789013149,0.037289521,0.817980458,8.178885329,0.732230531,0.87043901,0.883274341,61.652654,28.84732949,0.87243597,0.854187568,0.049303085,0.420822874,9.617797276,1.049330931,3.566612999,1.357888297,40.80429387
60,297.4041343,78.99944627,15753388.85,0.126681847,0.549951438,1.1561126,10.3259762,1.515143752,6356630.121,2.211113987,0.249060635,0.552303993,0.306285552,0.018089681,48.89653062,8.0859792,0.097438276,0.885815175,0.265851864,0.440434219,0.035088804,7.177058449,0.038853203,0.470659481,4.10937667,0.142997567,0.943670359,0.81781639,56.42123032,35.71788336,0.878824962,0.864674193,0.018623823,0.267865135,9.707433135,0.565098718,4.037381775,0.962572234,27.27627906
61,318.4177571,96.02658289,24666247.1,0.102943827,0.543276507,0.657437281,6.04791093,1.82328788,6817868.754,1.256585622,0.500063396,3.095858233,0.353210761,0.094524594,44.15528757,19.1032382,0.1296358,0.93766637,0.342303958,0.642166632,0.280948685,7.383645187,0.030437906,1.151832489,4.177727571,0.33669505,0.863288253,0.842778841,54.82020651,42.12213966,0.875737721,0.827683833,0.041159778,0.355130169,7.660791202,1.113903361,3.374022808,0.98561406,26.62995768
62,297.5147115,57.66476403,26773829.9,0.126221915,0.76050355,0.750519616,10.9082399,1.050231861,7270064.272,1.261134849,0.37647749,2.875385644,0.303083299,0.035202911,22.08538311,15.85141848,0.111505795,0.999657224,0.635321122,0.829639283,0.087264956,6.530775962,0.026870766,0.91009563,9.696088816,0.159232609,0.912338781,0.880124688,65.44806817,35.1058049,0.837616531,0.848322948,0.042797866,0.369007793,9.271910232,1.011037613,2.945874397,1.106845345,22.95874699
63,361.3899776,85.88266775,16985682.88,0.113653548,0.728632784,1.435501994,7.747465312,1.605322797,7536730.524,3.591901643,0.350392622,1.504946753,0.386924177,0.066676753,55.88689129,23.50713987,0.08989033,0.886814493,0.718598912,0.561551492,0.506414522,2.437635421,0.014692194,0.446527029,7.229115193,0.245034674,0.825180832,0.801217613,50.65505818,40.81505295,0.853969565,0.873921053,0.048714427,0.254085803,9.915989438,0.987360798,3.036984327,0.995335907,32.37550597
64,315.4149435,73.11680413,17344214.17,0.100169855,0.644310584,0.893329367,8.103933363,1.892453073,6997411.429,2.443321378,0.299898657,2.80704964,0.350050614,0.09188109,36.54214041,13.4085308,0.11999797,0.911439741,0.25276638,0.810999801,0.702387919,3.183348172,0.015708644,0.711790815,3.456760503,0.245762774,0.919095985,0.865503617,63.41954656,36.37791393,0.899435975,0.867061174,0.016725526,0.284277925,7.313467543,1.125124184,1.938434442,1.366251618,31.52625944
65,353.7848794,76.86600342,21236779.1,0.099292774,0.585869301,1.028578838,10.62257679,1.65029759,7009324.364,3.065525879,0.303029863,0.65004677,0.339599464,0.027844532,49.1624395,7.441921344,0.091479881,0.92485015,0.507058851,0.791190148,0.477833702,2.742662067,0.017760447,1.107650643,3.066649839,0.343732908,0.9088218,0.860507731,68.75107886,33.26524122,0.847484659,0.899205924,0.043602863,0.43551228,9.011002514,0.424379522,2.420176834,1.56364683,29.15449946
66,345.1676064,50.72093175,16859732.22,0.100478983,0.768935631,0.963920592,11.46603628,1.448740755,6791161.801,1.521063758,0.350105637,0.883624991,0.350241152,0.017561827,46.21111575,23.8134885,0.138595302,0.934036058,0.859435049,0.665233665,0.575663782,7.821510174,0.032262917,0.472188823,3.963190144,0.581197448,0.887492368,0.849500748,59.06602252,31.74797015,0.857039956,0.828692843,0.030052838,0.411077675,8.471294247,0.723407712,4.884062071,1.557815803,23.53305777
67,297.6864012,67.47423158,9631765.933,0.113024355,0.657904575,0.865844833,11.3867173,0.464041215,6391168.251,2.025322316,0.244137279,3.775714456,0.296534462,0.052696833,29.10854017,10.05903384,0.136608053,0.898008111,0.779237603,0.538286684,0.103735104,6.002979063,0.061616438,0.776782204,4.582076579,0.655650354,0.902706962,0.890288058,58.08938919,42.02920312,0.802984399,0.862480821,0.039070469,0.449299967,9.199739472,0.85420439,4.094755768,0.687571406,33.30205623
68,337.5498154,81.90224789,9452507.485,0.083944643,0.580866785,0.859200637,5.949799934,2.982537202,8259957.712,3.98311308,0.361186844,2.569607875,0.342130655,0.017739923,29.59697359,23.48015292,0.128724718,0.882965616,0.342667778,0.72287501,0.598938906,6.317387029,0.02366454,1.026725252,5.974935986,0.399827626,0.8096783,0.819846744,56.76804423,34.11803633,0.852290427,0.848253573,0.025109398,0.463938186,8.614471918,0.66385019,3.34443576,1.347027814,36.69329298
69,305.996287,82.15964579,11232057.44,0.138301801,0.737682088,1.266479339,3.59519981,0.856303978,7554065.038,3.357652422,0.34284329,3.612051024,0.321743,0.074776633,53.25659776,14.65177344,0.091570965,0.851675832,0.86526795,0.586909163,0.100183358,7.531694719,0.01179005,1.14476802,7.523724761,0.894679064,0.94270763,0.839170404,52.18731911,33.75129623,0.889005841,0.852872755,0.016073398,0.34387316,7.436728456,0.806528656,2.574677112,0.625524118,22.62153637
70,352.9090479,71.34877221,21401119.11,0.097045485,0.765204514,1.452258489,5.158405089,0.393373313,7624434.072,2.402148897,0.405258003,1.556927487,0.373965542,0.009966761,48.27348421,17.6915773,0.06922653,0.97470091,0.544257999,0.770398456,0.678373132,5.534719708,0.053214868,0.798602565,1.144016336,0.396054783,0.926410364,0.819525818,59.75560274,33.95235685,0.883698448,0.893502852,0.015072682,0.544952921,10.06743232,0.389209355,2.855193809,1.502273001,24.22531883
71,318.2753852,57.3373955,21092346.79,0.116056489,0.521874733,1.088925806,7.408045058,1.260138224,6816253.911,1.823887252,0.467984694,3.505854945,0.298944891,0.054223773,28.76716394,6.88384465,0.145031219,0.900091185,0.326542935,0.766260987,0.119731268,2.932203252,0.040480711,0.757816363,3.591634154,0.887382072,0.826166583,0.808811407,66.53387153,38.77834555,0.889260706,0.801919991,0.024414618,0.475648108,9.046784874,0.959968309,2.465801778,1.212506837,28.06075733
72,316.8083788,97.83776598,20122023.43,0.108473912,0.666261893,1.123792417,9.185405078,2.602707694,7665551.405,1.03971223,0.354852701,3.325010383,0.326110719,0.066003635,49.24707508,13.98452857,0.116972209,0.852313345,0.695645819,0.566277161,0.698995334,2.226027748,0.015001913,0.919944443,3.874493703,0.449045056,0.826872962,0.887851142,60.79525527,42.3506225,0.800865866,0.868603857,0.024291432,0.429880663,10.79142685,1.073437363,4.601703223,0.736622333,31.25122978
73,312.061351,57.85311898,20658246.3,0.08569661,0.644100056,1.025252625,10.21168917,1.112210953,8283675.761,2.086074927,0.244682334,1.485236841,0.332013475,0.0271533,24.22360582,18.66957251,0.083586142,0.813274966,0.515277649,0.639060973,0.274715439,4.326458029,0.067071962,0.836250268,2.909363174,0.113027276,0.849563757,0.83760912,57.29670544,42.68036153,0.888919989,0.813571556,0.035751737,0.548203539,9.483325347,0.724059985,4.434057572,1.630081552,33.637523
74,341.2548844,80.94349874,20972473.44,0.142137948,0.617788823,0.883212189,3.876080523,1.624535773,8177300.293,3.774309052,0.453399034,2.845433233,0.335874797,0.061875125,45.95388596,16.12125927,0.12365247,0.842139673,0.275106496,0.460877135,0.168148092,5.488102273,0.047548931,1.092092508,1.578192503,0.844936528,0.866227664,0.871967982,48.37459526,29.69914825,0.855383206,0.805703911,0.012384755,0.531135922,10.49031609,0.676728157,4.885473457,1.614741316,31.37170841
75,326.4588754,88.1328273,10477116.36,0.158392104,0.527276543,1.098944419,11.36100526,2.562699987,8043797.615,3.418920671,0.212632402,2.297401853,0.292305421,0.055108514,38.93936408,6.763531995,0.096952695,0.877928616,0.838677243,0.76244333,0.479369125,2.42373972,0.056712422,0.554112007,5.717420713,0.894883003,0.867411782,0.85867768,70.91378185,42.40093604,0.845103825,0.813985789,0.033999671,0.526446487,8.014153024,1.134962619,3.960286315,1.305931579,39.51939993
76,349.3081264,68.76693033,23637843.24,0.153126394,0.72851532,1.384420387,3.329196851,0.710001689,7606949.53,2.265816996,0.409313943,2.161411104,0.322225373,0.080999922,31.78106936,20.70946733,0.106751877,0.947334179,0.473183864,0.711396153,0.176620285,3.542568597,0.065434669,0.61736711,3.709150873,0.146352574,0.934522884,0.879722509,65.89023932,29.65065826,0.872266079,0.898452295,0.030425476,0.539995108,10.67169103,1.062468295,1.742390983,1.21236729,23.05447262
77,327.5829588,68.41000121,13352551.92,0.089066253,0.604202254,1.393408399,7.772260461,2.223863104,6403074.722,2.194949239,0.191884798,1.157736981,0.366947223,0.06482494,50.47276662,6.45079739,0.080052326,0.959231524,0.72838425,0.466692034,0.008750242,5.075542605,0.034374782,0.99695269,9.630994481,0.365025902,0.822330603,0.888471726,48.53785941,36.25281884,0.898644542,0.84991549,0.029760565,0.501373016,7.848496134,0.84152931,2.539052265,1.508005772,29.22687269
78,355.1923494,98.2428767,14263640.47,0.114703316,0.641906286,0.647159067,6.851030187,1.106365011,7505584.149,3.877657488,0.411723071,3.362975097,0.346939434,0.007083818,27.65003274,17.27864288,0.119460245,0.896857455,0.395281878,0.788478781,0.690937057,5.578184303,0.06010413,0.833036389,9.575593211,0.512701476,0.845503407,0.822975954,57.92869996,40.25558119,0.898415475,0.865532748,0.02094831,0.304968885,7.455461481,1.03025637,3.510477942,1.631502416,34.11182424
79,311.6991257,77.90388431,21476149.6,0.103204857,0.517339757,0.992208672,8.112765971,2.54054604,6511370.538,1.274814796,0.308473156,0.512917464,0.313313327,0.045854344,27.66113121,9.451666259,0.082731127,0.880550289,0.230201297,0.689580518,0.036679402,3.286723004,0.045514887,1.159810648,10.67106821,0.414759732,0.905138773,0.843273797,65.39397925,31.09954979,0.824506016,0.828198023,0.041617925,0.213730307,7.379763194,1.072801311,2.327268248,0.72917338,24.34160437
80,326.5877541,92.4346194,25859513.56,0.117460542,0.565261805,1.369985671,10.04911913,1.881826489,8240112.091,3.069995606,0.357336352,1.042738712,0.310844279,0.040713882,51.83227964,20.53169562,0.088805868,0.952250041,0.685609591,0.8455855,0.107198995,4.770099685,0.045812304,1.117861347,5.59477443,0.642283593,0.86167501,0.809122726,61.39766265,35.15125303,0.858380375,0.821111899,0.018748399,0.249227945,8.13697936,0.932215242,4.762791581,1.373646728,28.64574218
81,349.8629084,80.42619678,12046425.58,0.15567551,0.64252669,1.466926703,4.98412725,1.757863736,6776174.841,3.54034401,0.431645287,2.764104135,0.292375535,0.098767271,23.75913568,7.439802016,0.077308332,0.940983266,0.357426973,0.700761322,0.241434101,4.739850888,0.049285805,0.723049144,6.865032273,0.742359305,0.851764821,0.846383671,70.28379289,35.32565138,0.849050216,0.817172877,0.047916692,0.194043967,7.935878915,0.791702804,1.497190044,0.768490055,26.6587094
82,351.9845041,86.87807687,26332439.77,0.099086105,0.646514747,1.254820567,7.649973433,2.346765623,6466526.283,1.521610195,0.503617464,1.05335455,0.343481708,0.019507912,54.44681642,10.37164962,0.136468052,0.943757875,0.755721736,0.774693272,0.227344225,4.783799822,0.031045352,1.027444538,4.479968106,0.108778019,0.857592854,0.886620822,57.58071494,30.45191995,0.80158653,0.859010326,0.040073178,0.501131117,7.672149305,0.738471569,2.094953556,1.462658376,21.05615537
83,325.7296998,84.7457934,21213424.2,0.108456011,0.541601573,1.128319756,7.107326103,1.632195201,7195905.419,1.861019298,0.29831506,3.814697566,0.299188245,0.099282499,55.39844156,10.18267803,0.100972736,0.822891417,0.24148927,0.457760479,0.231469064,5.37491247,0.027700356,0.922783409,7.669348671,0.275838284,0.834948429,0.810681705,60.59848745,33.53066559,0.813945192,0.804741507,0.043234046,0.292055697,8.627241153,1.11756511,3.045681467,1.373525752,37.97353394
84,332.225826,62.32264646,19654725.52,0.09595983,0.718814992,0.931187475,6.944382647,2.468889765,6692296.596,3.109705739,0.271732435,2.267487249,0.303908375,0.067684406,54.99534134,19.69100505,0.08611611,0.987565093,0.480896203,0.760978643,0.298825914,2.513890189,0.04737249,0.933765045,9.565705083,0.84014404,0.844737166,0.897831169,58.05065317,34.09923027,0.89738438,0.896771412,0.043026696,0.477720247,7.471928556,1.09103444,4.547057983,1.033297187,31.82824626
85,329.190504,83.01143619,23364138.09,0.082732968,0.746708132,1.139422774,7.89063848,0.406503836,7909702.726,2.927304133,0.38024839,3.617821254,0.334242618,0.006516684,19.52537426,21.23306163,0.097790655,0.806419248,0.738077667,0.771153535,0.155222703,5.281071377,0.037888429,0.49114747,1.913212757,0.392605152,0.857301082,0.86813344,69.2566502,37.23717032,0.840175661,0.870764107,0.028575818,0.225807519,7.517035042,0.879733169,4.020770207,1.283676868,26.72095458
86,317.8146827,92.80971688,25532950.72,0.147811809,0.767926091,0.638561886,9.666599458,2.597511484,7871324.67,3.483339604,0.325516347,3.74796093,0.361393005,0.0905198,35.06699844,8.003284224,0.1419473,0.940936014,0.590502574,0.479099489,0.632841796,2.235538268,0.052169123,1.165967631,7.89411447,0.138663243,0.903718986,0.873127904,54.40578116,43.01725851,0.830509773,0.838614204,0.025323167,0.545023105,10.33169065,0.415296689,4.054628164,0.766138628,35.18226395
87,351.2891167,85.07699184,20617314.3,0.088626922,0.758962418,0.772723328,7.237591197,2.959603287,6837483.73,1.819303891,0.538000944,2.678016432,0.324917682,0.025222567,46.02348181,14.17374032,0.075603807,0.830757086,0.70896866,0.812222483,0.020400033,3.093141375,0.03604887,0.58737476,7.281344116,0.546948062,0.928575717,0.883934919,71.09763353,32.19591506,0.810980803,0.875053491,0.028150032,0.531696881,8.571447512,0.909949227,3.930922937,0.962037217,22.32604819
88,330.6419994,50.98755475,26149927.27,0.101401457,0.623409032,1.028688041,6.953246327,2.086279426,6727127.574,2.25341332,0.467713004,0.646570831,0.356613539,0.021597976,46.52778293,15.93231157,0.101398872,0.813131393,0.651151036,0.866868942,0.61858985,7.201760769,0.043909761,0.526037578,4.096824152,0.693026294,0.880267168,0.898491534,59.67339742,42.67453856,0.827763132,0.887498398,0.026818189,0.496572277,8.084580328,0.501529949,1.266153611,0.771965585,24.77634845
89,300.8478013,95.51565927,15540133.1,0.126030827,0.611271334,1.291307816,8.106544982,1.526731354,7565860.16,3.32069857,0.531826885,3.91228477,0.309010784,0.059143946,40.29809356,15.12042902,0.10248799,0.801370765,0.99042681,0.808988401,0.279962613,6.157227861,0.032497006,0.867043995,6.364602119,0.367727358,0.858451741,0.836356476,69.99520725,31.38987591,0.857054131,0.837729371,0.019693761,0.268176164,8.200809913,0.67684419,2.568582027,1.232284822,24.42775552
90,361.7971153,58.87878281,9628797.175,0.122604783,0.647308931,0.816375112,5.959523261,2.967348859,7061125.417,3.419273574,0.317488761,2.409669524,0.33491268,0.009447209,27.1081146,17.586082,0.14391095,0.807081983,0.743995324,0.730600048,0.395956471,2.098834809,0.054235024,0.693550442,2.51855252,0.878469521,0.824772055,0.86717952,53.31522771,43.10134724,0.871610481,0.826258433,0.044062589,0.235504841,7.292500303,0.734875835,4.796605052,1.690018722,30.4396547
91,338.3240239,97.50916939,12985045.43,0.102396242,0.711943152,1.079037748,9.217524674,2.463337256,7817042.673,1.868969061,0.288420727,2.358295565,0.332221794,0.014780456,54.53396945,12.75878758,0.109314588,0.877534832,0.806745886,0.685988972,0.200895797,7.855350015,0.069560032,0.477081687,10.40608418,0.152424344,0.912832496,0.82557835,50.4315772,35.46504892,0.802058964,0.893942484,0.025886338,0.33383706,8.389717591,0.956839775,2.300499571,0.873109161,26.86677634
92,308.9214253,50.64915983,16325564.75,0.087121627,0.671120034,0.861600893,3.340899021,0.458709086,7209063.37,3.150629465,0.494470169,2.286767104,0.35620846,0.088189624,32.67087826,17.61884284,0.111562077,0.982178073,0.851383577,0.405277436,0.193825014,6.597961814,0.05304488,0.776179111,7.839353329,0.409939026,0.879871143,0.891532486,71.53798389,33.08808625,0.842799236,0.831578105,0.047718431,0.270391187,9.549306513,0.573082434,2.75140576,1.296517411,21.23702515
93,311.343978,59.11481421,11299931.22,0.112035478,0.620774012,1.126271234,4.824715965,2.396565581,7473746.943,1.60834458,0.473688249,1.784791524,0.353652957,0.032094939,53.00549946,6.750797302,0.074629895,0.841789108,0.839997621,0.705022535,0.279913671,6.128406535,0.024435721,1.011958136,9.744526267,0.33152741,0.829387173,0.852982579,55.05013555,30.01351338,0.831129606,0.814388993,0.049535664,0.482006179,7.407266924,0.641162169,3.637319713,1.567761831,22.96622375
